17/02/2021;19:38:17;Vaison Piste;46.7657739049;4.44056077602;46.7657964951;4.44095282433;0;0;0;
17/02/2021;19:38:17;1;01:20.87;
17/02/2021;19:39:27;2;01:09.69;
17/02/2021;19:40:31;3;01:04.19;
17/02/2021;19:41:36;4;01:04.22;
17/02/2021;19:42:40;5;01:04.67;
17/02/2021;19:43:45;6;01:04.38;
17/02/2021;19:44:48;7;01:03.49;
17/02/2021;19:45:52;8;01:03.92;
17/02/2021;19:46:55;9;01:02.97;
17/02/2021;19:47:58;10;01:03.49;
17/02/2021;19:49:02;11;01:03.69;
17/02/2021;19:50:04;12;01:02.15;
