17/02/2021;19:40:28;Jerez;36.7081942568;-6.03321434763;36.7083553435;-6.03294485188;0;0;0;
17/02/2021;19:40:28;1;01:56.89;
17/02/2021;19:42:25;2;01:57.67;
17/02/2021;19:44:20;3;01:54.84;
17/02/2021;19:46:20;4;02:00.04;
17/02/2021;19:48:17;5;01:57.13;
17/02/2021;19:50:14;6;01:56.63;
17/02/2021;19:52:11;7;01:56.39;
17/02/2021;19:54:11;8;02:00.78;
